,_raw_vialsite,_raw_Reagent0,_raw_Reagent1,_raw_Reagent2,_raw_Reagent3,_raw_Reagent4,_raw_Reagent5,_raw_labwareID,_raw_crystalscore,_raw_reagent_0_chemicals_0_InChIKey,_raw_reagent_0_chemicals_0_actual_amount,_raw_reagent_0_chemicals_0_actual_amount_units,_raw_reagent_0_chemicals_0_nominal_amount,_raw_reagent_0_chemicals_0_nominal_amount_units,_raw_reagent_0_date,_raw_reagent_0_id,_raw_reagent_0_instructions_0_op,_raw_reagent_0_instructions_0_temperature,_raw_reagent_0_instructions_0_temperature_units,_raw_reagent_0_operator,_raw_reagent_1_chemicals_0_InChIKey,_raw_reagent_1_chemicals_0_actual_amount,_raw_reagent_1_chemicals_0_actual_amount_units,_raw_reagent_1_chemicals_0_nominal_amount,_raw_reagent_1_chemicals_0_nominal_amount_units,_raw_reagent_1_chemicals_1_InChIKey,_raw_reagent_1_chemicals_1_actual_amount,_raw_reagent_1_chemicals_1_actual_amount_units,_raw_reagent_1_chemicals_1_nominal_amount,_raw_reagent_1_chemicals_1_nominal_amount_units,_raw_reagent_1_chemicals_2_InChIKey,_raw_reagent_1_chemicals_2_actual_amount,_raw_reagent_1_chemicals_2_actual_amount_units,_raw_reagent_1_chemicals_2_nominal_amount,_raw_reagent_1_chemicals_2_nominal_amount_units,_raw_reagent_1_date,_raw_reagent_1_id,_raw_reagent_1_instructions_0_duration,_raw_reagent_1_instructions_0_duration_units,_raw_reagent_1_instructions_0_op,_raw_reagent_1_instructions_0_stir,_raw_reagent_1_instructions_0_stir_units,_raw_reagent_1_instructions_0_temperature,_raw_reagent_1_instructions_0_temperature_units,_raw_reagent_1_instructions_1_op,_raw_reagent_1_instructions_1_temperature,_raw_reagent_1_instructions_1_temperature_units,_raw_reagent_1_operator,_raw_reagent_2_chemicals_0_InChIKey,_raw_reagent_2_chemicals_0_actual_amount,_raw_reagent_2_chemicals_0_actual_amount_units,_raw_reagent_2_chemicals_0_nominal_amount,_raw_reagent_2_chemicals_0_nominal_amount_units,_raw_reagent_2_chemicals_1_InChIKey,_raw_reagent_2_chemicals_1_actual_amount,_raw_reagent_2_chemicals_1_actual_amount_units,_raw_reagent_2_chemicals_1_nominal_amount,_raw_reagent_2_chemicals_1_nominal_amount_units,_raw_reagent_2_chemicals_2_InChIKey,_raw_reagent_2_chemicals_2_actual_amount,_raw_reagent_2_chemicals_2_actual_amount_units,_raw_reagent_2_chemicals_2_nominal_amount,_raw_reagent_2_chemicals_2_nominal_amount_units,_raw_reagent_2_date,_raw_reagent_2_id,_raw_reagent_2_instructions_0_duration,_raw_reagent_2_instructions_0_duration_units,_raw_reagent_2_instructions_0_op,_raw_reagent_2_instructions_0_stir,_raw_reagent_2_instructions_0_stir_units,_raw_reagent_2_instructions_0_temperature,_raw_reagent_2_instructions_0_temperature_units,_raw_reagent_2_instructions_1_op,_raw_reagent_2_instructions_1_temperature,_raw_reagent_2_instructions_1_temperature_units,_raw_reagent_2_operator,_raw_reagent_3_chemicals_0_InChIKey,_raw_reagent_3_chemicals_0_actual_amount,_raw_reagent_3_chemicals_0_actual_amount_units,_raw_reagent_3_chemicals_0_nominal_amount,_raw_reagent_3_chemicals_0_nominal_amount_units,_raw_reagent_3_chemicals_1_InChIKey,_raw_reagent_3_chemicals_1_actual_amount,_raw_reagent_3_chemicals_1_actual_amount_units,_raw_reagent_3_chemicals_1_nominal_amount,_raw_reagent_3_chemicals_1_nominal_amount_units,_raw_reagent_3_chemicals_2_InChIKey,_raw_reagent_3_chemicals_2_actual_amount,_raw_reagent_3_chemicals_2_actual_amount_units,_raw_reagent_3_chemicals_2_nominal_amount,_raw_reagent_3_chemicals_2_nominal_amount_units,_raw_reagent_3_date,_raw_reagent_3_id,_raw_reagent_3_instructions_0_duration,_raw_reagent_3_instructions_0_duration_units,_raw_reagent_3_instructions_0_op,_raw_reagent_3_instructions_0_stir,_raw_reagent_3_instructions_0_stir_units,_raw_reagent_3_instructions_0_temperature,_raw_reagent_3_instructions_0_temperature_units,_raw_reagent_3_instructions_1_op,_raw_reagent_3_instructions_1_temperature,_raw_reagent_3_instructions_1_temperature_units,_raw_reagent_3_operator,_raw_reagent_4_chemicals_0_InChIKey,_raw_reagent_4_chemicals_0_actual_amount,_raw_reagent_4_chemicals_0_actual_amount_units,_raw_reagent_4_chemicals_0_nominal_amount,_raw_reagent_4_chemicals_0_nominal_amount_units,_raw_reagent_4_date,_raw_reagent_4_id,_raw_reagent_4_instructions_0_op,_raw_reagent_4_instructions_0_temperature,_raw_reagent_4_instructions_0_temperature_units,_raw_reagent_4_operator,_raw_reagent_5_chemicals_0_InChIKey,_raw_reagent_5_chemicals_0_actual_amount,_raw_reagent_5_chemicals_0_actual_amount_units,_raw_reagent_5_chemicals_0_nominal_amount,_raw_reagent_5_chemicals_0_nominal_amount_units,_raw_reagent_5_date,_raw_reagent_5_id,_raw_reagent_5_instructions_0_op,_raw_reagent_5_instructions_0_temperature,_raw_reagent_5_instructions_0_temperature_units,_raw_reagent_5_operator,_raw_ExpVer,_raw_GenVer,_raw_datecreated,_raw_jobserial,_raw_lab,_raw_operator,_raw_timecreated_UTC,_raw_Temperature (C),_raw_Stir Rate (rpm),_raw_Mixing time1 (s),_raw_Mixing time2 (s),_raw_Reaction time (s)
1214,F2,189,291,21,0,85,84,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1215,H2,182,241,76,0,76,93,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1216,A3,291,142,67,0,76,82,Symyx_96_well_0003,1,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1217,C3,345,145,10,0,85,91,Symyx_96_well_0003,1,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1218,E3,207,244,49,0,90,77,Symyx_96_well_0003,3,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1219,G3,74,294,132,0,81,87,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1220,B3,262,195,43,0,83,80,Symyx_96_well_0003,1,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1221,D3,209,220,71,0,92,89,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1222,F3,138,319,44,0,88,84,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1223,H3,150,269,81,0,78,94,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1224,A4,286,170,44,0,80,76,Symyx_96_well_0003,1,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1225,C4,284,182,33,0,89,86,Symyx_96_well_0003,1,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1226,E4,83,281,135,0,94,81,Symyx_96_well_0003,3,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1227,G4,168,331,1,0,84,90,Symyx_96_well_0003,2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1228,B4,224,232,44,0,82,83,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
1229,D4,242,207,50,0,91,93,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,12.713,gram,21.87,milliliter,2018-07-06,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.912,gram,16.93,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,12.713,gram,12.71,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,24.5,milliliter,24.49,milliliter,2018-07-06,2,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,XFYICZOIWSBQSK-UHFFFAOYSA-N,7.918,gram,7.93,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,7.8,milliliter,7.64,milliliter,null,null,null,null,null,2018-07-06,3,3600,second,heatstir,450,rpm,75,celsius,heat,45,celsius,Zhi Li,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,second,heatstir,null,rpm,null,celsius,heat,null,celsius,null,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,10,milliliter,10.14,milliliter,2018-07-06,6,heat,22,celsius,Zhi Li,1.1,1.1,2018-07-06,2018-07-06T15_40_16.425303+00_00_LBL,LBL,Zhi Li,15_40_16,105.0,750.0,900.0,1200.0,12600.0
